@RELATION predict

@ATTRIBUTE act_last   {Meal_Preparation,Relax,Eating,Work,Sleeping,Wash_Dishes,Bed_to_Toilet,Enter_Home,Leave_Home,Housekeeping,Resperate}
@ATTRIBUTE act   {Meal_Preparation,Relax,Eating,Work,Sleeping,Wash_Dishes,Bed_to_Toilet,Enter_Home,Leave_Home,Housekeeping,Resperate}
@data
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Eating
Eating,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Work
Work,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Enter_Home,Relax
Relax,Work
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Relax
Leave_Home,Enter_Home
Enter_Home,Work
Work,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Work
Work,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Eating
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Eating
Eating,Wash_Dishes
Wash_Dishes,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Eating
Eating,Wash_Dishes
Wash_Dishes,Relax
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Relax,Leave_Home
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Sleeping
Sleeping,Meal_Preparation
Meal_Preparation,Work
Work,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Enter_Home,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Meal_Preparation
Relax,Meal_Preparation
Meal_Preparation,Eating
Eating,Meal_Preparation
Meal_Preparation,Eating
Eating,Relax
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Sleeping,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Work
Work,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Eating
Eating,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Leave_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Relax
Relax,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Meal_Preparation
Meal_Preparation,Leave_Home
Leave_Home,Enter_Home
Enter_Home,Work
Work,Relax
Relax,Meal_Preparation
Eating,Relax
Relax,Work
Work,Meal_Preparation
Meal_Preparation,Relax
